ID_OFERTA,NUM_RESERVAS,ID_HOSTAL,ID_HOTEL,ID_VIVIENDAU,ID_PERSONA,VIGENTE
5099,0,,27,NULL,NULL,NULL,T
5100,0,,28,NULL,NULL,NULL,T
5101,0,,NULL,52,NULL,NULL,T
5102,0,,22,NULL,NULL,NULL,T
5103,0,,16,NULL,NULL,NULL,F
5104,0,F
5105,0,,42,NULL,NULL,NULL,T
5106,0,,7,NULL,NULL,NULL,F
5107,0,,NULL,31,NULL,NULL,T
5108,0,T
5109,0,,NULL,NULL,NULL,,175T
5110,0,,NULL,NULL,261,NULL,T
5111,0,,3,NULL,NULL,NULL,F
5112,0,,22,NULL,NULL,NULL,F
5113,0,,79,NULL,NULL,NULL,T
5114,0,,NULL,5,NULL,NULL,F
5115,0,,NULL,NULL,NULL,,208F
5116,0,,54,NULL,NULL,NULL,T
5117,0,,42,NULL,NULL,NULL,F
5118,0,,NULL,45,NULL,NULL,T
5119,0,,68,NULL,NULL,NULL,T
5120,0,,NULL,32,NULL,NULL,T
5121,0,,NULL,8,NULL,NULL,F
5122,0,,21,NULL,NULL,NULL,T
5123,0,T
5124,0,F
5125,0,,58,NULL,NULL,NULL,T
5126,0,,70,NULL,NULL,NULL,F
5127,0,,42,NULL,NULL,NULL,F
5128,0,,NULL,9,NULL,NULL,T
5129,0,T
5130,0,,NULL,NULL,NULL,,337F
5131,0,,56,NULL,NULL,NULL,F
5132,0,,NULL,NULL,267,NULL,T
5133,0,,41,NULL,NULL,NULL,T
5134,0,,NULL,3,NULL,NULL,T
5135,0,,NULL,5,NULL,NULL,T
5136,0,,3,NULL,NULL,NULL,F
5137,0,,16,NULL,NULL,NULL,T
5138,0,,21,NULL,NULL,NULL,F
5139,0,,NULL,47,NULL,NULL,F
5140,0,,NULL,8,NULL,NULL,F
5141,0,,NULL,NULL,235,NULL,F
5142,0,T
5143,0,,NULL,NULL,38,NULL,F
5144,0,,NULL,NULL,NULL,,269T
5145,0,,NULL,NULL,79,NULL,T
5146,0,,NULL,NULL,NULL,,190T
5147,0,,NULL,NULL,NULL,,24T
5148,0,,65,NULL,NULL,NULL,T
5149,0,,0,NULL,NULL,NULL,F
5150,0,,11,NULL,NULL,NULL,T
5151,0,,71,NULL,NULL,NULL,F
5152,0,,43,NULL,NULL,NULL,T
5153,0,,NULL,NULL,201,NULL,F
5154,0,F
5155,0,,68,NULL,NULL,NULL,F
5156,0,,NULL,29,NULL,NULL,T
5157,0,,18,NULL,NULL,NULL,T
5158,0,T
5159,0,,39,NULL,NULL,NULL,F
5160,0,,46,NULL,NULL,NULL,T
5161,0,,35,NULL,NULL,NULL,T
5162,0,,NULL,32,NULL,NULL,F
5163,0,,49,NULL,NULL,NULL,T
5164,0,,20,NULL,NULL,NULL,T
5165,0,,NULL,13,NULL,NULL,T
5166,0,,78,NULL,NULL,NULL,T
5167,0,,NULL,38,NULL,NULL,T
5168,0,,NULL,NULL,NULL,,304T
5169,0,,54,NULL,NULL,NULL,T
5170,0,,NULL,33,NULL,NULL,F
5171,0,,72,NULL,NULL,NULL,F
5172,0,,NULL,13,NULL,NULL,T
5173,0,,54,NULL,NULL,NULL,F
5174,0,,27,NULL,NULL,NULL,T
5175,0,,NULL,6,NULL,NULL,T
5176,0,,68,NULL,NULL,NULL,F
5177,0,,NULL,57,NULL,NULL,T
5178,0,,NULL,6,NULL,NULL,F
5179,0,,30,NULL,NULL,NULL,F
5180,0,F
5181,0,,10,NULL,NULL,NULL,F
5182,0,,NULL,NULL,52,NULL,T
5183,0,,NULL,40,NULL,NULL,F
5184,0,,72,NULL,NULL,NULL,T
5185,0,,NULL,20,NULL,NULL,F
5186,0,,NULL,NULL,NULL,,226F
5187,0,F
5188,0,,NULL,26,NULL,NULL,T
5189,0,,NULL,8,NULL,NULL,T
5190,0,,60,NULL,NULL,NULL,T
5191,0,,35,NULL,NULL,NULL,F
5192,0,,6,NULL,NULL,NULL,T
5193,0,,67,NULL,NULL,NULL,F
5194,0,,60,NULL,NULL,NULL,F
5195,0,,NULL,NULL,216,NULL,T
5196,0,,NULL,NULL,256,NULL,T
5197,0,,NULL,NULL,321,NULL,F
5198,0,F
5199,0,,NULL,37,NULL,NULL,F
5200,0,,NULL,NULL,NULL,,375F
5201,0,,24,NULL,NULL,NULL,T
5202,0,,NULL,28,NULL,NULL,T
5203,0,T
5204,0,,NULL,NULL,22,NULL,F
5205,0,,NULL,5,NULL,NULL,T
5206,0,,51,NULL,NULL,NULL,F
5207,0,,20,NULL,NULL,NULL,F
5208,0,,NULL,44,NULL,NULL,T
5209,0,,NULL,29,NULL,NULL,F
5210,0,,39,NULL,NULL,NULL,F
5211,0,,27,NULL,NULL,NULL,T
5212,0,,9,NULL,NULL,NULL,T
5213,0,,NULL,NULL,126,NULL,T
5214,0,,62,NULL,NULL,NULL,F
5215,0,,24,NULL,NULL,NULL,T
5216,0,,20,NULL,NULL,NULL,F
5217,0,,NULL,21,NULL,NULL,F
5218,0,,47,NULL,NULL,NULL,F
5219,0,,NULL,12,NULL,NULL,T
5220,0,,NULL,1,NULL,NULL,F
5221,0,,23,NULL,NULL,NULL,T
5222,0,,NULL,45,NULL,NULL,F
5223,0,,14,NULL,NULL,NULL,F
5224,0,,NULL,35,NULL,NULL,T
5225,0,,64,NULL,NULL,NULL,T
5226,0,,19,NULL,NULL,NULL,T
5227,0,,NULL,NULL,4,NULL,T
5228,0,,77,NULL,NULL,NULL,T
5229,0,,18,NULL,NULL,NULL,T
5230,0,,72,NULL,NULL,NULL,T
5231,0,,80,NULL,NULL,NULL,T
5232,0,,33,NULL,NULL,NULL,F
5233,0,,NULL,49,NULL,NULL,F
5234,0,,26,NULL,NULL,NULL,F
5235,0,,NULL,47,NULL,NULL,T
5236,0,,NULL,10,NULL,NULL,T
5237,0,,NULL,37,NULL,NULL,T
5238,0,,NULL,38,NULL,NULL,T
5239,0,,9,NULL,NULL,NULL,F
5240,0,,NULL,NULL,NULL,,143F
5241,0,,12,NULL,NULL,NULL,T
5242,0,,62,NULL,NULL,NULL,F
5243,0,,31,NULL,NULL,NULL,T
5244,0,,45,NULL,NULL,NULL,T
5245,0,,52,NULL,NULL,NULL,T
5246,0,,80,NULL,NULL,NULL,T
5247,0,,NULL,33,NULL,NULL,T
5248,0,,NULL,16,NULL,NULL,T
5249,0,,28,NULL,NULL,NULL,T
5250,0,,62,NULL,NULL,NULL,T
5251,0,,NULL,NULL,361,NULL,F
5252,0,F
5253,0,T
5254,0,,NULL,0,NULL,NULL,F
5255,0,,52,NULL,NULL,NULL,F
5256,0,,NULL,6,NULL,NULL,T
5257,0,,24,NULL,NULL,NULL,F
5258,0,,61,NULL,NULL,NULL,F
5259,0,,21,NULL,NULL,NULL,T
5260,0,,NULL,NULL,294,NULL,F
5261,0,,NULL,NULL,76,NULL,T
5262,0,,NULL,53,NULL,NULL,T
5263,0,F
5264,0,,30,NULL,NULL,NULL,F
5265,0,,NULL,50,NULL,NULL,F
5266,0,,40,NULL,NULL,NULL,F
5267,0,,64,NULL,NULL,NULL,T
5268,0,,31,NULL,NULL,NULL,T
5269,0,,5,NULL,NULL,NULL,T
5270,0,,NULL,50,NULL,NULL,T
5271,0,,NULL,NULL,205,NULL,T
5272,0,,68,NULL,NULL,NULL,T
5273,0,,26,NULL,NULL,NULL,F
5274,0,,44,NULL,NULL,NULL,T
5275,0,,NULL,58,NULL,NULL,F
5276,0,,NULL,NULL,NULL,,345T
5277,0,,NULL,3,NULL,NULL,F
5278,0,,NULL,NULL,369,NULL,T
5279,0,,NULL,55,NULL,NULL,T
5280,0,,25,NULL,NULL,NULL,F
5281,0,,NULL,NULL,163,NULL,T
5282,0,,76,NULL,NULL,NULL,T
5283,0,T
5284,0,,54,NULL,NULL,NULL,T
5285,0,,41,NULL,NULL,NULL,T
5286,0,,40,NULL,NULL,NULL,T
5287,0,,NULL,56,NULL,NULL,T
5288,0,,NULL,NULL,150,NULL,T
5289,0,,23,NULL,NULL,NULL,T
5290,0,,NULL,38,NULL,NULL,T
5291,0,,NULL,8,NULL,NULL,F
5292,0,,50,NULL,NULL,NULL,T
5293,0,,NULL,NULL,37,NULL,F
5294,0,,NULL,NULL,NULL,,77F
5295,0,,NULL,38,NULL,NULL,F
5296,0,,3,NULL,NULL,NULL,F
5297,0,,NULL,27,NULL,NULL,T
5298,0,F
5299,0,,80,NULL,NULL,NULL,F
5300,0,,NULL,NULL,168,NULL,T
5301,0,F
5302,0,,NULL,NULL,NULL,,105T
5303,0,,NULL,50,NULL,NULL,T
5304,0,,NULL,39,NULL,NULL,F
5305,0,,33,NULL,NULL,NULL,T
5306,0,,28,NULL,NULL,NULL,F
5307,0,,NULL,NULL,169,NULL,F
5308,0,,NULL,NULL,NULL,,326T
5309,0,,NULL,52,NULL,NULL,T
5310,0,,NULL,28,NULL,NULL,T
5311,0,,0,NULL,NULL,NULL,T
5312,0,,6,NULL,NULL,NULL,F
5313,0,,71,NULL,NULL,NULL,T
5314,0,T
5315,0,,78,NULL,NULL,NULL,F
5316,0,,NULL,NULL,NULL,,35F
5317,0,,65,NULL,NULL,NULL,T
5318,0,,NULL,58,NULL,NULL,F
5319,0,,NULL,38,NULL,NULL,F
5320,0,,33,NULL,NULL,NULL,F
5321,0,,54,NULL,NULL,NULL,F
5322,0,,22,NULL,NULL,NULL,F
5323,0,,NULL,16,NULL,NULL,F
5324,0,,26,NULL,NULL,NULL,T
5325,0,,NULL,42,NULL,NULL,F
5326,0,,NULL,31,NULL,NULL,F
5327,0,,NULL,54,NULL,NULL,F
5328,0,,9,NULL,NULL,NULL,T
5329,0,F
5330,0,,29,NULL,NULL,NULL,F
5331,0,,17,NULL,NULL,NULL,T
5332,0,F
5333,0,,NULL,NULL,NULL,,17T
5334,0,,NULL,NULL,287,NULL,T
5335,0,T
5336,0,F
5337,0,,16,NULL,NULL,NULL,F
5338,0,,NULL,NULL,47,NULL,T
5339,0,,36,NULL,NULL,NULL,F
5340,0,,43,NULL,NULL,NULL,F
5341,0,,56,NULL,NULL,NULL,F
5342,0,,48,NULL,NULL,NULL,T
5343,0,,NULL,NULL,114,NULL,F
5344,0,,41,NULL,NULL,NULL,F
5345,0,,14,NULL,NULL,NULL,T
5346,0,F
5347,0,,52,NULL,NULL,NULL,F
5348,0,,NULL,2,NULL,NULL,F
5349,0,,45,NULL,NULL,NULL,T
5350,0,,NULL,19,NULL,NULL,T
5351,0,,NULL,NULL,150,NULL,F
5352,0,,NULL,42,NULL,NULL,F
5353,0,,41,NULL,NULL,NULL,F
5354,0,,NULL,34,NULL,NULL,F
5355,0,,NULL,25,NULL,NULL,F
5356,0,,NULL,47,NULL,NULL,F
5357,0,,NULL,NULL,163,NULL,T
5358,0,,7,NULL,NULL,NULL,T
5359,0,,3,NULL,NULL,NULL,F
5360,0,,NULL,44,NULL,NULL,F
5361,0,,NULL,NULL,325,NULL,F
5362,0,,NULL,22,NULL,NULL,T
5363,0,,NULL,42,NULL,NULL,F
5364,0,,NULL,35,NULL,NULL,T
5365,0,,20,NULL,NULL,NULL,T
5366,0,,NULL,54,NULL,NULL,T
5367,0,,NULL,NULL,NULL,,126T
5368,0,,41,NULL,NULL,NULL,T
5369,0,,35,NULL,NULL,NULL,F
5370,0,,42,NULL,NULL,NULL,F
5371,0,,52,NULL,NULL,NULL,T
5372,0,,12,NULL,NULL,NULL,T
5373,0,,28,NULL,NULL,NULL,F
5374,0,,NULL,13,NULL,NULL,T
5375,0,,NULL,59,NULL,NULL,F
5376,0,T
5377,0,,NULL,17,NULL,NULL,T
5378,0,,NULL,NULL,NULL,,71T
5379,0,,NULL,NULL,314,NULL,F
5380,0,,NULL,14,NULL,NULL,T
5381,0,,64,NULL,NULL,NULL,T
5382,0,,NULL,NULL,NULL,,380F
5383,0,,76,NULL,NULL,NULL,F
5384,0,,69,NULL,NULL,NULL,T
5385,0,,1,NULL,NULL,NULL,T
5386,0,,56,NULL,NULL,NULL,F
5387,0,,NULL,NULL,NULL,,18T
5388,0,,21,NULL,NULL,NULL,F
5389,0,,NULL,33,NULL,NULL,F
5390,0,,NULL,18,NULL,NULL,F
5391,0,T
5392,0,,NULL,NULL,NULL,,54F
5393,0,,NULL,7,NULL,NULL,T
5394,0,,79,NULL,NULL,NULL,F
5395,0,,47,NULL,NULL,NULL,T
5396,0,,9,NULL,NULL,NULL,F
5397,0,,45,NULL,NULL,NULL,T
5398,0,,29,NULL,NULL,NULL,T
5399,0,,77,NULL,NULL,NULL,F
5400,0,,12,NULL,NULL,NULL,F
5401,0,,32,NULL,NULL,NULL,F
5402,0,,60,NULL,NULL,NULL,T
5403,0,,15,NULL,NULL,NULL,F
5404,0,,NULL,44,NULL,NULL,F
5405,0,,NULL,14,NULL,NULL,T
5406,0,,NULL,NULL,76,NULL,T
5407,0,,NULL,NULL,195,NULL,T
5408,0,,NULL,17,NULL,NULL,T
5409,0,,7,NULL,NULL,NULL,T
5410,0,,NULL,NULL,318,NULL,T
5411,0,,1,NULL,NULL,NULL,T
5412,0,,NULL,NULL,NULL,,311T
5413,0,,74,NULL,NULL,NULL,F
5414,0,,44,NULL,NULL,NULL,T
5415,0,,33,NULL,NULL,NULL,F
5416,0,,NULL,10,NULL,NULL,F
5417,0,,27,NULL,NULL,NULL,F
5418,0,,NULL,35,NULL,NULL,T
5419,0,,NULL,3,NULL,NULL,T
5420,0,,NULL,40,NULL,NULL,F
5421,0,,NULL,NULL,16,NULL,F
5422,0,,NULL,NULL,195,NULL,T
5423,0,,37,NULL,NULL,NULL,T
5424,0,,NULL,19,NULL,NULL,F
5425,0,,NULL,18,NULL,NULL,T
5426,0,,80,NULL,NULL,NULL,F
5427,0,,NULL,NULL,300,NULL,F
5428,0,,20,NULL,NULL,NULL,F
5429,0,F
5430,0,,48,NULL,NULL,NULL,F
5431,0,,NULL,54,NULL,NULL,T
5432,0,,80,NULL,NULL,NULL,F
5433,0,,NULL,NULL,NULL,,90T
5434,0,,NULL,NULL,300,NULL,F
5435,0,,13,NULL,NULL,NULL,F
5436,0,,NULL,NULL,289,NULL,T
5437,0,,NULL,39,NULL,NULL,F
5438,0,,NULL,14,NULL,NULL,T
5439,0,T
5440,0,,21,NULL,NULL,NULL,F
5441,0,,45,NULL,NULL,NULL,F
5442,0,,79,NULL,NULL,NULL,F
5443,0,,NULL,48,NULL,NULL,F
5444,0,,NULL,NULL,27,NULL,T
5445,0,,NULL,59,NULL,NULL,F
5446,0,,NULL,5,NULL,NULL,F
5447,0,,39,NULL,NULL,NULL,T
5448,0,,73,NULL,NULL,NULL,T
5449,0,,NULL,NULL,168,NULL,T
5450,0,,NULL,9,NULL,NULL,T
5451,0,F
5452,0,F
5453,0,,52,NULL,NULL,NULL,T
5454,0,,NULL,14,NULL,NULL,T
5455,0,,NULL,27,NULL,NULL,T
5456,0,,49,NULL,NULL,NULL,T
5457,0,F
5458,0,,70,NULL,NULL,NULL,T
5459,0,,NULL,37,NULL,NULL,F
5460,0,,43,NULL,NULL,NULL,F
5461,0,,43,NULL,NULL,NULL,F
5462,0,,NULL,50,NULL,NULL,F
5463,0,,NULL,13,NULL,NULL,T
5464,0,,NULL,60,NULL,NULL,T
5465,0,,NULL,NULL,231,NULL,T
5466,0,,4,NULL,NULL,NULL,T
5467,0,,37,NULL,NULL,NULL,T
5468,0,,60,NULL,NULL,NULL,T
5469,0,,25,NULL,NULL,NULL,T
5470,0,,3,NULL,NULL,NULL,T
5471,0,,31,NULL,NULL,NULL,F
5472,0,,NULL,NULL,169,NULL,T
5473,0,,55,NULL,NULL,NULL,T
5474,0,,55,NULL,NULL,NULL,F
5475,0,,NULL,NULL,125,NULL,F
5476,0,,NULL,33,NULL,NULL,F
5477,0,,NULL,NULL,169,NULL,T
5478,0,,49,NULL,NULL,NULL,F
5479,0,,12,NULL,NULL,NULL,F
5480,0,,44,NULL,NULL,NULL,T
5481,0,,NULL,56,NULL,NULL,F
5482,0,,16,NULL,NULL,NULL,F
5483,0,,57,NULL,NULL,NULL,T
5484,0,,NULL,NULL,127,NULL,T
5485,0,,4,NULL,NULL,NULL,T
5486,0,,NULL,13,NULL,NULL,T
5487,0,,NULL,NULL,NULL,,373T
5488,0,,NULL,NULL,267,NULL,T
5489,0,,NULL,NULL,NULL,,361T
5490,0,,NULL,40,NULL,NULL,F
5491,0,,NULL,NULL,194,NULL,T
5492,0,,NULL,5,NULL,NULL,F
5493,0,,43,NULL,NULL,NULL,T
5494,0,,NULL,16,NULL,NULL,T
5495,0,,NULL,48,NULL,NULL,F
5496,0,,18,NULL,NULL,NULL,F
5497,0,,NULL,50,NULL,NULL,F
5498,0,,NULL,49,NULL,NULL,F
5499,0,,8,NULL,NULL,NULL,T
5500,0,,71,NULL,NULL,NULL,F
5501,0,,71,NULL,NULL,NULL,T
5502,0,,NULL,NULL,152,NULL,T
5503,0,,NULL,NULL,NULL,,41F
5504,0,,NULL,NULL,239,NULL,F
5505,0,,NULL,39,NULL,NULL,T
5506,0,,13,NULL,NULL,NULL,T
5507,0,,NULL,NULL,151,NULL,F
5508,0,,58,NULL,NULL,NULL,T
5509,0,,29,NULL,NULL,NULL,T
5510,0,,10,NULL,NULL,NULL,T
5511,0,,NULL,36,NULL,NULL,F
5512,0,,24,NULL,NULL,NULL,F
5513,0,,NULL,11,NULL,NULL,T
5514,0,,NULL,NULL,107,NULL,F
5515,0,F
5516,0,T
5517,0,,49,NULL,NULL,NULL,T
5518,0,,27,NULL,NULL,NULL,T
5519,0,F
5520,0,,59,NULL,NULL,NULL,F
5521,0,,NULL,35,NULL,NULL,F
5522,0,,18,NULL,NULL,NULL,T
5523,0,,NULL,NULL,NULL,,193F
5524,0,,NULL,28,NULL,NULL,T
5525,0,,16,NULL,NULL,NULL,T
5526,0,,NULL,34,NULL,NULL,F
5527,0,T
5528,0,,75,NULL,NULL,NULL,T
5529,0,,17,NULL,NULL,NULL,T
5530,0,,NULL,NULL,369,NULL,F
5531,0,,NULL,48,NULL,NULL,T
5532,0,,53,NULL,NULL,NULL,F
5533,0,,NULL,NULL,205,NULL,T
5534,0,,NULL,NULL,324,NULL,F
5535,0,,31,NULL,NULL,NULL,T
5536,0,,NULL,49,NULL,NULL,F
5537,0,,49,NULL,NULL,NULL,T
5538,0,,24,NULL,NULL,NULL,T
5539,0,,NULL,58,NULL,NULL,T
5540,0,,NULL,40,NULL,NULL,T
5541,0,,18,NULL,NULL,NULL,F
5542,0,,49,NULL,NULL,NULL,T
5543,0,,NULL,8,NULL,NULL,F
5544,0,,2,NULL,NULL,NULL,F
5545,0,,NULL,22,NULL,NULL,F
5546,0,,NULL,56,NULL,NULL,T
5547,0,,76,NULL,NULL,NULL,T
5548,0,F
5549,0,,NULL,21,NULL,NULL,T
5550,0,,16,NULL,NULL,NULL,F
5551,0,,62,NULL,NULL,NULL,F
5552,0,,23,NULL,NULL,NULL,T
5553,0,,61,NULL,NULL,NULL,T
5554,0,,68,NULL,NULL,NULL,F
5555,0,F
5556,0,,46,NULL,NULL,NULL,F
5557,0,,NULL,NULL,1,NULL,T
5558,0,,NULL,15,NULL,NULL,T
5559,0,,NULL,18,NULL,NULL,T
5560,0,,78,NULL,NULL,NULL,F
5561,0,,34,NULL,NULL,NULL,F
5562,0,,NULL,NULL,96,NULL,F
5563,0,,32,NULL,NULL,NULL,F
5564,0,,NULL,NULL,NULL,,78F
5565,0,F
5566,0,,NULL,31,NULL,NULL,F
5567,0,,NULL,NULL,54,NULL,F
5568,0,,NULL,35,NULL,NULL,F
5569,0,,NULL,44,NULL,NULL,T
5570,0,,12,NULL,NULL,NULL,F
5571,0,,11,NULL,NULL,NULL,F
5572,0,,2,NULL,NULL,NULL,T
5573,0,,NULL,16,NULL,NULL,F
5574,0,,42,NULL,NULL,NULL,T
5575,0,F
5576,0,,NULL,NULL,384,NULL,F
5577,0,,72,NULL,NULL,NULL,T
5578,0,,41,NULL,NULL,NULL,T
5579,0,,NULL,NULL,337,NULL,F
5580,0,,NULL,43,NULL,NULL,T
5581,0,,NULL,43,NULL,NULL,T
5582,0,,62,NULL,NULL,NULL,T
5583,0,,1,NULL,NULL,NULL,F
5584,0,,70,NULL,NULL,NULL,T
5585,0,,51,NULL,NULL,NULL,T
5586,0,,3,NULL,NULL,NULL,T
5587,0,,NULL,NULL,16,NULL,F
5588,0,,58,NULL,NULL,NULL,T
5589,0,T
5590,0,,NULL,56,NULL,NULL,T
5591,0,,15,NULL,NULL,NULL,F
5592,0,,NULL,55,NULL,NULL,F
5593,0,,NULL,NULL,158,NULL,F
5594,0,,15,NULL,NULL,NULL,T
5595,0,,46,NULL,NULL,NULL,F
5596,0,,NULL,NULL,NULL,,110T
5597,0,,NULL,NULL,NULL,,352F
5598,0,,NULL,8,NULL,NULL,F
5599,0,,NULL,NULL,12,NULL,T
5600,0,,NULL,NULL,NULL,,274T
5601,0,,19,NULL,NULL,NULL,T
5602,0,,NULL,8,NULL,NULL,T
5603,0,,66,NULL,NULL,NULL,F
5604,0,,NULL,37,NULL,NULL,F
5605,0,,NULL,48,NULL,NULL,T
5606,0,,77,NULL,NULL,NULL,T
5607,0,,NULL,NULL,40,NULL,F
5608,0,,NULL,60,NULL,NULL,T
5609,0,F
5610,0,,NULL,45,NULL,NULL,F
5611,0,,3,NULL,NULL,NULL,T
5612,0,,NULL,4,NULL,NULL,T
5613,0,,22,NULL,NULL,NULL,T
5614,0,,NULL,NULL,87,NULL,F
5615,0,,NULL,39,NULL,NULL,F
5616,0,,71,NULL,NULL,NULL,T
5617,0,,NULL,60,NULL,NULL,F
5618,0,,NULL,39,NULL,NULL,F
5619,0,,46,NULL,NULL,NULL,T
5620,0,,45,NULL,NULL,NULL,F
5621,0,,NULL,40,NULL,NULL,F
5622,0,,19,NULL,NULL,NULL,T
5623,0,,61,NULL,NULL,NULL,T
5624,0,,NULL,NULL,355,NULL,F
5625,0,,NULL,NULL,333,NULL,T
5626,0,,66,NULL,NULL,NULL,T
5627,0,,42,NULL,NULL,NULL,T
5628,0,,17,NULL,NULL,NULL,F
5629,0,,NULL,NULL,119,NULL,F
5630,0,,5,NULL,NULL,NULL,F
5631,0,,35,NULL,NULL,NULL,F
5632,0,,56,NULL,NULL,NULL,F
5633,0,,NULL,8,NULL,NULL,F
5634,0,,NULL,22,NULL,NULL,T
5635,0,,5,NULL,NULL,NULL,T
5636,0,,69,NULL,NULL,NULL,F
5637,0,,NULL,NULL,56,NULL,F
5638,0,,NULL,35,NULL,NULL,T
5639,0,,NULL,60,NULL,NULL,F
5640,0,,NULL,NULL,90,NULL,T
5641,0,,20,NULL,NULL,NULL,F
5642,0,,NULL,0,NULL,NULL,T
5643,0,T
5644,0,,NULL,NULL,10,NULL,F
5645,0,F
5646,0,,NULL,59,NULL,NULL,F
5647,0,,NULL,NULL,206,NULL,F
5648,0,,47,NULL,NULL,NULL,T
5649,0,,NULL,24,NULL,NULL,T
5650,0,,58,NULL,NULL,NULL,T
5651,0,,40,NULL,NULL,NULL,F
5652,0,,NULL,NULL,NULL,,79T
5653,0,,NULL,53,NULL,NULL,F
5654,0,,NULL,NULL,NULL,,133T
5655,0,,NULL,NULL,NULL,,387F
5656,0,,NULL,12,NULL,NULL,F
5657,0,,NULL,22,NULL,NULL,T
5658,0,T
5659,0,,79,NULL,NULL,NULL,F
5660,0,,NULL,35,NULL,NULL,T
5661,0,,71,NULL,NULL,NULL,T
5662,0,,66,NULL,NULL,NULL,F
5663,0,,60,NULL,NULL,NULL,F
5664,0,,NULL,NULL,NULL,,370F
5665,0,,25,NULL,NULL,NULL,T
5666,0,,7,NULL,NULL,NULL,T
5667,0,,NULL,58,NULL,NULL,T
5668,0,,15,NULL,NULL,NULL,T
5669,0,,NULL,NULL,268,NULL,F
5670,0,,NULL,44,NULL,NULL,T
5671,0,,44,NULL,NULL,NULL,T
5672,0,,42,NULL,NULL,NULL,T
5673,0,,NULL,54,NULL,NULL,F
5674,0,,NULL,NULL,NULL,,286F
5675,0,,NULL,44,NULL,NULL,T
5676,0,,74,NULL,NULL,NULL,T
5677,0,,NULL,NULL,NULL,,84F
5678,0,,42,NULL,NULL,NULL,T
5679,0,,6,NULL,NULL,NULL,T
5680,0,,39,NULL,NULL,NULL,F
5681,0,,13,NULL,NULL,NULL,F
5682,0,,NULL,45,NULL,NULL,F
5683,0,,NULL,59,NULL,NULL,F
5684,0,,6,NULL,NULL,NULL,F
5685,0,,2,NULL,NULL,NULL,T
5686,0,,NULL,NULL,203,NULL,F
5687,0,,17,NULL,NULL,NULL,F
5688,0,,39,NULL,NULL,NULL,F
5689,0,,9,NULL,NULL,NULL,T
5690,0,,72,NULL,NULL,NULL,F
5691,0,,6,NULL,NULL,NULL,F
5692,0,,20,NULL,NULL,NULL,F
5693,0,,NULL,4,NULL,NULL,F
5694,0,,35,NULL,NULL,NULL,T
5695,0,,22,NULL,NULL,NULL,T
5696,0,,NULL,NULL,NULL,,4T
5697,0,,19,NULL,NULL,NULL,T
5698,0,,NULL,45,NULL,NULL,F
5699,0,,32,NULL,NULL,NULL,F
5700,0,,63,NULL,NULL,NULL,T
5701,0,,45,NULL,NULL,NULL,F
5702,0,,NULL,NULL,NULL,,363T
5703,0,F
5704,0,,12,NULL,NULL,NULL,F
5705,0,,43,NULL,NULL,NULL,T
5706,0,,NULL,NULL,375,NULL,T
5707,0,,NULL,58,NULL,NULL,F
5708,0,,NULL,NULL,16,NULL,T
5709,0,,73,NULL,NULL,NULL,F
5710,0,,NULL,NULL,59,NULL,T
5711,0,T
5712,0,,29,NULL,NULL,NULL,T
5713,0,,NULL,7,NULL,NULL,F
5714,0,,NULL,26,NULL,NULL,T
5715,0,,NULL,10,NULL,NULL,F
5716,0,,66,NULL,NULL,NULL,F
5717,0,,NULL,NULL,55,NULL,T
5718,0,,46,NULL,NULL,NULL,F
5719,0,,36,NULL,NULL,NULL,T
5720,0,,57,NULL,NULL,NULL,F
5721,0,,NULL,NULL,NULL,,39F
5722,0,,46,NULL,NULL,NULL,F
5723,0,,79,NULL,NULL,NULL,F
5724,0,,NULL,NULL,218,NULL,F
5725,0,,NULL,NULL,256,NULL,F
5726,0,,41,NULL,NULL,NULL,T
5727,0,,NULL,NULL,379,NULL,F
5728,0,,35,NULL,NULL,NULL,T
5729,0,,1,NULL,NULL,NULL,F
5730,0,,20,NULL,NULL,NULL,T
5731,0,,NULL,9,NULL,NULL,T
5732,0,,NULL,NULL,16,NULL,F
5733,0,,48,NULL,NULL,NULL,F
5734,0,,2,NULL,NULL,NULL,T
5735,0,,46,NULL,NULL,NULL,T
5736,0,,NULL,2,NULL,NULL,F
5737,0,,NULL,NULL,NULL,,67T
5738,0,,NULL,60,NULL,NULL,T
5739,0,,NULL,NULL,NULL,,353T
5740,0,F
5741,0,T
5742,0,,10,NULL,NULL,NULL,F
5743,0,,38,NULL,NULL,NULL,F
5744,0,,79,NULL,NULL,NULL,T
5745,0,,NULL,6,NULL,NULL,F
5746,0,F
5747,0,F
5748,0,,65,NULL,NULL,NULL,F
5749,0,,NULL,9,NULL,NULL,F
5750,0,,51,NULL,NULL,NULL,F
5751,0,,37,NULL,NULL,NULL,T
5752,0,,58,NULL,NULL,NULL,F
5753,0,,NULL,19,NULL,NULL,F
5754,0,,NULL,NULL,60,NULL,T
5755,0,,NULL,41,NULL,NULL,F
5756,0,,NULL,NULL,55,NULL,T
5757,0,,NULL,NULL,154,NULL,T
5758,0,,64,NULL,NULL,NULL,F
5759,0,,44,NULL,NULL,NULL,F
5760,0,,NULL,NULL,74,NULL,T
5761,0,,NULL,NULL,222,NULL,F
5762,0,T
5763,0,,79,NULL,NULL,NULL,F
5764,0,,NULL,NULL,339,NULL,F
5765,0,,NULL,18,NULL,NULL,F
5766,0,,3,NULL,NULL,NULL,T
