ID_VIVIENDA,CARACTERISTICAS_SEGURO,CARACTERISTICAS_VIVIENDA,PRECIO_VIVIENDA,ID_VECINO,CAPACIDAD,UBICACION,TIEMPO_USO,
8473,COVERTURA TOTAL,ACABADOS EN MADERA,189084,8473,4,SUR,7,
8474,COVERTURA TOTAL,GRANDE,406304,8474,4,OESTE,47,
8475,COVERTURA TOTAL,ACABADOS EN MADERA,294065,8475,8,OESTE,43,
8476,COVERTURA TOTAL,ESPACIOS AMPLIOS,364005,8476,14,SUR,24,
8477,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,210772,8477,8,SUR,50,
8478,COVERTURA PARCIAL,VISTA A LA MONTAÑA,515285,8478,9,SUR,28,
8479,COVERTURA TOTAL,ACABADOS EN MADERA,666299,8479,15,SUR,1,
8480,COVERTURA PARCIAL,ESPACIOS AMPLIOS,642755,8480,13,OESTE,44,
8481,COVERTURA TOTAL,ACABADOS EN MADERA,264166,8481,12,ESTE,5,
8482,COVERTURA PARCIAL,ACABADOS EN MADERA,636887,8482,16,NORTE,38,
8483,COVERTURA TOTAL,ESPACIOS AMPLIOS,213399,8483,1,SUR,47,
8484,COVERTURA PARCIAL,ESPACIOS AMPLIOS,308409,8484,12,NORTE,48,
8485,COVERTURA TOTAL,VISTA A LA MONTAÑA,696924,8485,18,ESTE,4,
8486,COVERTURA TOTAL,ACABADOS EN MADERA,514583,8486,18,SUR,34,
8487,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,356660,8487,12,SUR,45,
8488,COVERTURA PARCIAL,GRANDE,109531,8488,2,ESTE,35,
8489,COVERTURA TOTAL,ACABADOS EN MADERA,542624,8489,16,ESTE,35,
8490,COVERTURA TOTAL,COLONIAL,114173,8490,1,SUR,49,
8491,COVERTURA TOTAL,COLONIAL,436385,8491,18,OESTE,35,
8492,COVERTURA TOTAL,ESPACIOS AMPLIOS,347070,8492,13,SUR,37,
8493,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,416257,8493,6,SUR,23,
8494,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,164136,8494,4,OESTE,2,
8495,COVERTURA TOTAL,ESPACIOS AMPLIOS,352991,8495,4,NORTE,13,
8496,COVERTURA TOTAL,GRANDE,325958,8496,4,OESTE,19,
8497,COVERTURA TOTAL,VISTA A LA MONTAÑA,591130,8497,18,NORTE,36,
8498,COVERTURA PARCIAL,ESPACIOS AMPLIOS,597959,8498,1,ESTE,13,
8499,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,226460,8499,8,SUR,9,
8500,COVERTURA PARCIAL,ACABADOS EN MADERA,390165,8500,1,NORTE,34,
8501,COVERTURA TOTAL,ESPACIOS AMPLIOS,452250,8501,7,ESTE,34,
8502,COVERTURA PARCIAL,ACABADOS EN MADERA,157913,8502,13,ESTE,8,
8503,COVERTURA PARCIAL,COLONIAL,168905,8503,5,SUR,9,
8504,COVERTURA PARCIAL,VISTA A LA MONTAÑA,520282,8504,15,OESTE,27,
8505,COVERTURA TOTAL,VISTA A LA MONTAÑA,496615,8505,13,SUR,41,
8506,COVERTURA PARCIAL,ESPACIOS AMPLIOS,479502,8506,9,ESTE,34,
8507,COVERTURA PARCIAL,ACABADOS EN MADERA,559755,8507,1,SUR,2,
8508,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,224380,8508,2,NORTE,10,
8509,COVERTURA TOTAL,COLONIAL,237796,8509,17,NORTE,15,
8510,COVERTURA TOTAL,ESPACIOS AMPLIOS,189314,8510,15,OESTE,42,
8511,COVERTURA TOTAL,COLONIAL,584982,8511,9,SUR,14,
8512,COVERTURA PARCIAL,COLONIAL,532970,8512,18,SUR,14,
8513,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,628634,8513,1,ESTE,33,
8514,COVERTURA PARCIAL,COLONIAL,662106,8514,12,NORTE,5,
8515,COVERTURA PARCIAL,VISTA A LA MONTAÑA,355423,8515,15,OESTE,19,
8516,COVERTURA PARCIAL,GRANDE,364233,8516,4,ESTE,17,
8517,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,590331,8517,8,ESTE,18,
8518,COVERTURA TOTAL,COLONIAL,482886,8518,13,ESTE,16,
8519,COVERTURA TOTAL,ACABADOS EN MADERA,696951,8519,18,SUR,38,
8520,COVERTURA TOTAL,ESPACIOS AMPLIOS,109057,8520,8,SUR,22,
8521,COVERTURA PARCIAL,GRANDE,618570,8521,17,ESTE,43,
8522,COVERTURA PARCIAL,COLONIAL,310874,8522,14,OESTE,35,
8523,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,652029,8523,5,OESTE,2,
8524,COVERTURA TOTAL,GRANDE,374636,8524,2,OESTE,46,
8525,COVERTURA PARCIAL,COLONIAL,569887,8525,6,OESTE,14,
8526,COVERTURA TOTAL,ACABADOS EN MADERA,102226,8526,9,OESTE,32,
8527,COVERTURA TOTAL,ESPACIOS AMPLIOS,564661,8527,6,ESTE,30,
8528,COVERTURA TOTAL,VISTA A LA MONTAÑA,149028,8528,17,SUR,31,
8529,COVERTURA PARCIAL,GRANDE,423631,8529,10,ESTE,35,
8530,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,642153,8530,3,SUR,50,
8531,COVERTURA PARCIAL,ESPACIOS AMPLIOS,233981,8531,7,SUR,1,
8532,COVERTURA TOTAL,ESPACIOS AMPLIOS,514672,8532,3,SUR,50,
8533,COVERTURA TOTAL,GRANDE,433521,8533,5,OESTE,24,
8534,COVERTURA PARCIAL,ACABADOS EN MADERA,419805,8534,3,SUR,43,
8535,COVERTURA TOTAL,VISTA A LA MONTAÑA,544229,8535,18,NORTE,36,
8536,COVERTURA TOTAL,VISTA A LA MONTAÑA,300563,8536,8,ESTE,10,
8537,COVERTURA TOTAL,VISTA A LA MONTAÑA,691268,8537,7,NORTE,37,
8538,COVERTURA PARCIAL,COLONIAL,686729,8538,18,OESTE,43,
8539,COVERTURA TOTAL,GRANDE,518053,8539,7,NORTE,38,
8540,COVERTURA PARCIAL,ESPACIOS AMPLIOS,338873,8540,1,NORTE,3,
8541,COVERTURA PARCIAL,GRANDE,358132,8541,8,SUR,4,
8542,COVERTURA PARCIAL,ACABADOS EN MADERA,371111,8542,9,NORTE,34,
8543,COVERTURA TOTAL,ACABADOS EN MADERA,236402,8543,2,OESTE,5,
8544,COVERTURA TOTAL,ACABADOS EN MADERA,353862,8544,16,OESTE,23,
8545,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,229123,8545,18,NORTE,46,
8546,COVERTURA TOTAL,GRANDE,618282,8546,16,NORTE,26,
8547,COVERTURA PARCIAL,COLONIAL,560946,8547,8,ESTE,48,
8548,COVERTURA PARCIAL,ACABADOS EN MADERA,585477,8548,16,OESTE,27,
8549,COVERTURA PARCIAL,COLONIAL,334285,8549,14,ESTE,7,
8550,COVERTURA TOTAL,VISTA A LA MONTAÑA,554493,8550,17,OESTE,42,
8551,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,338903,8551,12,SUR,33,
8552,COVERTURA TOTAL,COLONIAL,668211,8552,5,ESTE,34,
8553,COVERTURA TOTAL,GRANDE,320749,8553,16,SUR,36,
8554,COVERTURA TOTAL,COLONIAL,457058,8554,12,SUR,25,
8555,COVERTURA PARCIAL,VISTA A LA MONTAÑA,280976,8555,18,ESTE,20,
8556,COVERTURA TOTAL,VISTA A LA MONTAÑA,220782,8556,8,ESTE,4,
8557,COVERTURA PARCIAL,COLONIAL,419651,8557,18,ESTE,45,
8558,COVERTURA PARCIAL,ESPACIOS AMPLIOS,569906,8558,8,OESTE,13,
8559,COVERTURA TOTAL,ESPACIOS AMPLIOS,154722,8559,15,ESTE,21,
8560,COVERTURA PARCIAL,GRANDE,381701,8560,6,ESTE,14,
8561,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,197344,8561,15,ESTE,24,
8562,COVERTURA TOTAL,VISTA A LA MONTAÑA,649077,8562,2,SUR,16,
8563,COVERTURA TOTAL,ACABADOS EN MADERA,625694,8563,4,SUR,8,
8564,COVERTURA PARCIAL,VISTA A LA MONTAÑA,682277,8564,5,ESTE,45,
8565,COVERTURA TOTAL,GRANDE,408449,8565,9,OESTE,24,
8566,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,225190,8566,5,OESTE,14,
8567,COVERTURA TOTAL,COLONIAL,174131,8567,8,ESTE,29,
8568,COVERTURA PARCIAL,ACABADOS EN MADERA,529061,8568,14,ESTE,13,
8569,COVERTURA TOTAL,VISTA A LA MONTAÑA,564415,8569,18,NORTE,44,
8570,COVERTURA TOTAL,VISTA A LA MONTAÑA,505869,8570,4,OESTE,7,
8571,COVERTURA PARCIAL,ACABADOS EN MADERA,302572,8571,1,OESTE,19,
8572,COVERTURA TOTAL,ESPACIOS AMPLIOS,587063,8572,10,ESTE,23,
8573,COVERTURA PARCIAL,VISTA A LA MONTAÑA,568720,8573,18,NORTE,3,
8574,COVERTURA TOTAL,GRANDE,618305,8574,4,ESTE,32,
8575,COVERTURA PARCIAL,GRANDE,251068,8575,6,NORTE,18,
8576,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,324212,8576,5,ESTE,4,
8577,COVERTURA PARCIAL,GRANDE,101358,8577,2,NORTE,21,
8578,COVERTURA PARCIAL,VISTA A LA MONTAÑA,104193,8578,7,NORTE,21,
8579,COVERTURA PARCIAL,GRANDE,657852,8579,5,OESTE,7,
8580,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,603978,8580,13,OESTE,43,
8581,COVERTURA TOTAL,VISTA A LA MONTAÑA,340061,8581,13,ESTE,11,
8582,COVERTURA TOTAL,ACABADOS EN MADERA,445239,8582,15,ESTE,50,
8583,COVERTURA PARCIAL,VISTA A LA MONTAÑA,402879,8583,2,NORTE,21,
8584,COVERTURA PARCIAL,COLONIAL,205005,8584,17,SUR,48,
8585,COVERTURA PARCIAL,ACABADOS EN MADERA,406675,8585,17,ESTE,5,
8586,COVERTURA TOTAL,VISTA A LA MONTAÑA,362769,8586,13,OESTE,12,
8587,COVERTURA PARCIAL,ACABADOS EN MADERA,285701,8587,17,SUR,22,
8588,COVERTURA TOTAL,ESPACIOS AMPLIOS,325408,8588,12,SUR,21,
8589,COVERTURA TOTAL,VISTA A LA MONTAÑA,260410,8589,16,SUR,12,
8590,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,616132,8590,7,NORTE,40,
8591,COVERTURA TOTAL,COLONIAL,388883,8591,14,SUR,41,
8592,COVERTURA TOTAL,GRANDE,689926,8592,13,ESTE,17,
8593,COVERTURA PARCIAL,ACABADOS EN MADERA,679447,8593,2,OESTE,3,
8594,COVERTURA PARCIAL,GRANDE,289959,8594,1,NORTE,39,
8595,COVERTURA PARCIAL,ACABADOS EN MADERA,334444,8595,16,ESTE,22,
8596,COVERTURA TOTAL,COLONIAL,653713,8596,15,NORTE,7,
8597,COVERTURA PARCIAL,ACABADOS EN MADERA,630037,8597,10,NORTE,22,
8598,COVERTURA PARCIAL,COLONIAL,320624,8598,6,OESTE,27,
8599,COVERTURA PARCIAL,GRANDE,148896,8599,3,NORTE,2,
8600,COVERTURA TOTAL,ESPACIOS AMPLIOS,542894,8600,5,OESTE,37,
8601,COVERTURA TOTAL,ESPACIOS AMPLIOS,406308,8601,12,OESTE,43,
8602,COVERTURA TOTAL,ACABADOS EN MADERA,423574,8602,14,NORTE,19,
8603,COVERTURA TOTAL,VISTA A LA MONTAÑA,294218,8603,12,NORTE,50,
8604,COVERTURA TOTAL,VISTA A LA MONTAÑA,552147,8604,18,NORTE,36,
8605,COVERTURA PARCIAL,COLONIAL,657347,8605,15,OESTE,2,
8606,COVERTURA TOTAL,ESPACIOS AMPLIOS,245387,8606,9,SUR,4,
8607,COVERTURA PARCIAL,GRANDE,136735,8607,16,SUR,6,
8608,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,569998,8608,9,NORTE,27,
8609,COVERTURA TOTAL,ACABADOS EN MADERA,383269,8609,4,NORTE,35,
8610,COVERTURA TOTAL,COLONIAL,346589,8610,16,ESTE,37,
8611,COVERTURA PARCIAL,COLONIAL,433450,8611,12,OESTE,43,
8612,COVERTURA PARCIAL,GRANDE,332980,8612,14,SUR,33,
8613,COVERTURA TOTAL,COLONIAL,123449,8613,3,SUR,34,
8614,COVERTURA TOTAL,ACABADOS EN MADERA,302321,8614,9,SUR,35,
8615,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,129884,8615,14,ESTE,13,
8616,COVERTURA TOTAL,GRANDE,415083,8616,8,ESTE,15,
8617,COVERTURA PARCIAL,ESPACIOS AMPLIOS,135754,8617,12,SUR,50,
8618,COVERTURA TOTAL,COLONIAL,113891,8618,8,NORTE,39,
8619,COVERTURA TOTAL,VISTA A LA MONTAÑA,111624,8619,13,SUR,8,
8620,COVERTURA TOTAL,VISTA A LA MONTAÑA,332509,8620,15,NORTE,15,
8621,COVERTURA TOTAL,ACABADOS EN MADERA,128909,8621,16,SUR,45,
8622,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,297477,8622,3,ESTE,28,
8623,COVERTURA PARCIAL,GRANDE,641908,8623,11,OESTE,16,
8624,COVERTURA TOTAL,VISTA A LA MONTAÑA,290817,8624,18,SUR,13,
8625,COVERTURA PARCIAL,ACABADOS EN MADERA,491138,8625,18,SUR,8,
8626,COVERTURA PARCIAL,ACABADOS EN MADERA,350267,8626,13,OESTE,24,
8627,COVERTURA TOTAL,COLONIAL,301267,8627,11,NORTE,28,
8628,COVERTURA TOTAL,VISTA A LA MONTAÑA,626511,8628,6,ESTE,43,
8629,COVERTURA PARCIAL,ESPACIOS AMPLIOS,198650,8629,2,ESTE,49,
8630,COVERTURA TOTAL,ESPACIOS AMPLIOS,339064,8630,9,ESTE,46,
8631,COVERTURA TOTAL,GRANDE,325208,8631,1,SUR,28,
8632,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,233033,8632,17,NORTE,43,
8633,COVERTURA TOTAL,COLONIAL,361983,8633,4,ESTE,40,
8634,COVERTURA PARCIAL,ACABADOS EN MADERA,186080,8634,3,NORTE,36,
8635,COVERTURA PARCIAL,ESPACIOS AMPLIOS,517484,8635,9,NORTE,12,
8636,COVERTURA TOTAL,ESPACIOS AMPLIOS,516520,8636,8,ESTE,14,
8637,COVERTURA TOTAL,ESPACIOS AMPLIOS,629786,8637,13,OESTE,39,
8638,COVERTURA PARCIAL,COLONIAL,579202,8638,10,OESTE,3,
8639,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,419464,8639,8,OESTE,15,
8640,COVERTURA TOTAL,VISTA A LA MONTAÑA,348914,8640,16,OESTE,43,
8641,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,120567,8641,4,NORTE,39,
8642,COVERTURA PARCIAL,COLONIAL,587768,8642,5,ESTE,16,
8643,COVERTURA PARCIAL,COLONIAL,527142,8643,14,OESTE,2,
8644,COVERTURA PARCIAL,ESPACIOS AMPLIOS,609118,8644,4,ESTE,44,
8645,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,609387,8645,18,NORTE,22,
8646,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,543142,8646,4,NORTE,5,
8647,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,262489,8647,10,NORTE,41,
8648,COVERTURA TOTAL,GRANDE,122794,8648,3,OESTE,37,
8649,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,363677,8649,10,OESTE,17,
8650,COVERTURA PARCIAL,VISTA A LA MONTAÑA,436692,8650,15,SUR,22,
8651,COVERTURA PARCIAL,GRANDE,259205,8651,16,OESTE,7,
8652,COVERTURA TOTAL,ACABADOS EN MADERA,246274,8652,12,OESTE,26,
8653,COVERTURA PARCIAL,ESPACIOS AMPLIOS,119755,8653,18,ESTE,18,
8654,COVERTURA PARCIAL,GRANDE,642096,8654,8,OESTE,24,
8655,COVERTURA PARCIAL,COLONIAL,153968,8655,7,OESTE,9,
8656,COVERTURA TOTAL,VISTA A LA MONTAÑA,254292,8656,13,ESTE,21,
8657,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,235692,8657,4,NORTE,50,
8658,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,562348,8658,6,OESTE,47,
8659,COVERTURA PARCIAL,ACABADOS EN MADERA,138879,8659,13,OESTE,37,
8660,COVERTURA TOTAL,VISTA A LA MONTAÑA,467261,8660,13,ESTE,43,
8661,COVERTURA PARCIAL,GRANDE,355836,8661,9,NORTE,15,
8662,COVERTURA PARCIAL,COLONIAL,576633,8662,3,ESTE,48,
8663,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,262662,8663,2,ESTE,20,
8664,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,300370,8664,3,NORTE,6,
8665,COVERTURA PARCIAL,ESPACIOS AMPLIOS,323357,8665,15,SUR,26,
8666,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,205542,8666,16,NORTE,9,
8667,COVERTURA TOTAL,VISTA A LA MONTAÑA,327423,8667,15,NORTE,47,
8668,COVERTURA TOTAL,COLONIAL,393876,8668,11,ESTE,32,
8669,COVERTURA TOTAL,ACABADOS EN MADERA,602721,8669,1,OESTE,6,
8670,COVERTURA PARCIAL,VISTA A LA MONTAÑA,497825,8670,11,NORTE,30,
8671,COVERTURA PARCIAL,COLONIAL,285154,8671,17,ESTE,22,
8672,COVERTURA PARCIAL,COLONIAL,360955,8672,12,OESTE,37,
8673,COVERTURA TOTAL,COLONIAL,660141,8673,15,NORTE,18,
8674,COVERTURA PARCIAL,ACABADOS EN MADERA,225935,8674,8,SUR,10,
8675,COVERTURA PARCIAL,GRANDE,174877,8675,8,ESTE,36,
8676,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,612197,8676,2,OESTE,28,
8677,COVERTURA PARCIAL,ESPACIOS AMPLIOS,303104,8677,4,ESTE,44,
8678,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,116306,8678,11,NORTE,36,
8679,COVERTURA TOTAL,COLONIAL,610595,8679,3,ESTE,8,
8680,COVERTURA PARCIAL,VISTA A LA MONTAÑA,172196,8680,10,OESTE,6,
8681,COVERTURA TOTAL,GRANDE,185753,8681,10,OESTE,46,
8682,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,346975,8682,16,NORTE,5,
8683,COVERTURA PARCIAL,ESPACIOS AMPLIOS,279591,8683,16,OESTE,34,
8684,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,209386,8684,11,SUR,43,
8685,COVERTURA TOTAL,ACABADOS EN MADERA,255998,8685,4,NORTE,15,
8686,COVERTURA PARCIAL,ESPACIOS AMPLIOS,207938,8686,4,ESTE,6,
8687,COVERTURA TOTAL,ESPACIOS AMPLIOS,663732,8687,3,SUR,18,
8688,COVERTURA TOTAL,COLONIAL,674586,8688,12,ESTE,9,
8689,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,616418,8689,10,SUR,19,
8690,COVERTURA TOTAL,GRANDE,585336,8690,18,SUR,26,
8691,COVERTURA TOTAL,COLONIAL,161565,8691,3,ESTE,36,
8692,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,192244,8692,3,OESTE,37,
8693,COVERTURA TOTAL,VISTA A LA MONTAÑA,391975,8693,6,SUR,45,
8694,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,589808,8694,9,ESTE,24,
8695,COVERTURA TOTAL,ESPACIOS AMPLIOS,445270,8695,5,OESTE,14,
8696,COVERTURA PARCIAL,GRANDE,593381,8696,9,NORTE,43,
8697,COVERTURA PARCIAL,ESPACIOS AMPLIOS,393674,8697,16,SUR,28,
8698,COVERTURA TOTAL,ESPACIOS AMPLIOS,267494,8698,16,OESTE,36,
8699,COVERTURA TOTAL,ESPACIOS AMPLIOS,303981,8699,14,OESTE,14,
8700,COVERTURA PARCIAL,VISTA A LA MONTAÑA,565425,8700,12,ESTE,42,
8701,COVERTURA TOTAL,ACABADOS EN MADERA,562148,8701,5,OESTE,46,
8702,COVERTURA PARCIAL,VISTA A LA MONTAÑA,652516,8702,13,SUR,28,
8703,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,677850,8703,14,SUR,50,
8704,COVERTURA PARCIAL,COLONIAL,392581,8704,11,NORTE,36,
8705,COVERTURA PARCIAL,COLONIAL,427860,8705,14,ESTE,27,
8706,COVERTURA TOTAL,COLONIAL,519326,8706,1,SUR,34,
8707,COVERTURA PARCIAL,ESPACIOS AMPLIOS,379899,8707,11,OESTE,17,
8708,COVERTURA PARCIAL,COLONIAL,625957,8708,11,SUR,14,
8709,COVERTURA PARCIAL,ESPACIOS AMPLIOS,124291,8709,9,NORTE,10,
8710,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,486962,8710,6,OESTE,8,
8711,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,416805,8711,15,NORTE,12,
8712,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,445111,8712,8,NORTE,16,
8713,COVERTURA TOTAL,VISTA A LA MONTAÑA,448969,8713,18,SUR,7,
8714,COVERTURA PARCIAL,VISTA A LA MONTAÑA,574722,8714,4,OESTE,5,
8715,COVERTURA TOTAL,COLONIAL,488476,8715,17,NORTE,21,
8716,COVERTURA PARCIAL,GRANDE,572402,8716,5,OESTE,34,
8717,COVERTURA PARCIAL,GRANDE,212788,8717,9,SUR,20,
8718,COVERTURA PARCIAL,GRANDE,438646,8718,11,NORTE,25,
8719,COVERTURA TOTAL,COLONIAL,660011,8719,5,SUR,1,
8720,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,351599,8720,3,SUR,32,
8721,COVERTURA TOTAL,COLONIAL,162414,8721,15,SUR,12,
8722,COVERTURA PARCIAL,ACABADOS EN MADERA,579802,8722,10,SUR,34,
8723,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,388695,8723,3,NORTE,30,
8724,COVERTURA PARCIAL,GRANDE,613139,8724,9,NORTE,9,
8725,COVERTURA PARCIAL,COLONIAL,142278,8725,17,SUR,5,
8726,COVERTURA TOTAL,ESPACIOS AMPLIOS,213336,8726,7,OESTE,13,
8727,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,627893,8727,8,ESTE,32,
8728,COVERTURA TOTAL,COLONIAL,691230,8728,2,SUR,13,
8729,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,171792,8729,2,SUR,11,
8730,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,222746,8730,17,OESTE,19,
8731,COVERTURA PARCIAL,GRANDE,542691,8731,17,SUR,20,
8732,COVERTURA TOTAL,ACABADOS EN MADERA,568987,8732,14,ESTE,5,
8733,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,103919,8733,15,OESTE,48,
8734,COVERTURA TOTAL,GRANDE,609544,8734,13,SUR,1,
8735,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,163932,8735,7,SUR,18,
8736,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,268972,8736,9,NORTE,28,
8737,COVERTURA PARCIAL,GRANDE,494201,8737,13,ESTE,33,
8738,COVERTURA PARCIAL,ACABADOS EN MADERA,392161,8738,5,ESTE,38,
8739,COVERTURA TOTAL,COLONIAL,153517,8739,10,SUR,31,
8740,COVERTURA TOTAL,VISTA A LA MONTAÑA,391097,8740,16,SUR,47,
8741,COVERTURA PARCIAL,GRANDE,489538,8741,4,NORTE,35,
8742,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,564417,8742,7,NORTE,16,
8743,COVERTURA PARCIAL,ACABADOS EN MADERA,510412,8743,16,SUR,37,
8744,COVERTURA PARCIAL,VISTA A LA MONTAÑA,202750,8744,1,SUR,14,
8745,COVERTURA TOTAL,ESPACIOS AMPLIOS,645689,8745,17,NORTE,25,
8746,COVERTURA PARCIAL,COLONIAL,226167,8746,6,NORTE,50,
8747,COVERTURA TOTAL,GRANDE,554447,8747,12,OESTE,7,
8748,COVERTURA TOTAL,COLONIAL,389110,8748,10,ESTE,5,
8749,COVERTURA PARCIAL,COLONIAL,130231,8749,2,NORTE,8,
8750,COVERTURA PARCIAL,ACABADOS EN MADERA,315593,8750,7,OESTE,36,
8751,COVERTURA TOTAL,GRANDE,332162,8751,9,SUR,7,
8752,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,342128,8752,8,ESTE,5,
8753,COVERTURA PARCIAL,ESPACIOS AMPLIOS,507742,8753,18,OESTE,2,
8754,COVERTURA TOTAL,VISTA A LA MONTAÑA,646029,8754,8,NORTE,26,
8755,COVERTURA PARCIAL,VISTA A LA MONTAÑA,561818,8755,8,NORTE,15,
8756,COVERTURA PARCIAL,COLONIAL,460020,8756,4,SUR,25,
8757,COVERTURA PARCIAL,VISTA A LA MONTAÑA,398503,8757,8,SUR,13,
8758,COVERTURA PARCIAL,VISTA A LA MONTAÑA,663981,8758,14,OESTE,12,
8759,COVERTURA TOTAL,COLONIAL,336847,8759,5,OESTE,6,
8760,COVERTURA TOTAL,ESPACIOS AMPLIOS,299289,8760,6,SUR,3,
8761,COVERTURA PARCIAL,COLONIAL,645309,8761,5,ESTE,17,
8762,COVERTURA TOTAL,ESPACIOS AMPLIOS,282304,8762,6,SUR,21,
8763,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,512462,8763,9,NORTE,19,
8764,COVERTURA TOTAL,GRANDE,557615,8764,9,ESTE,37,
8765,COVERTURA TOTAL,COLONIAL,327181,8765,1,OESTE,50,
8766,COVERTURA PARCIAL,ACABADOS EN MADERA,307784,8766,5,ESTE,12,
8767,COVERTURA TOTAL,GRANDE,620371,8767,6,SUR,29,
8768,COVERTURA TOTAL,VISTA A LA MONTAÑA,634189,8768,14,ESTE,46,
8769,COVERTURA PARCIAL,GRANDE,156967,8769,7,ESTE,7,
8770,COVERTURA TOTAL,ESPACIOS AMPLIOS,538964,8770,17,OESTE,12,
8771,COVERTURA TOTAL,COLONIAL,498525,8771,13,NORTE,30,
8772,COVERTURA PARCIAL,COLONIAL,355902,8772,13,SUR,22,
8773,COVERTURA PARCIAL,ACABADOS EN MADERA,555911,8773,10,ESTE,39,
8774,COVERTURA TOTAL,ESPACIOS AMPLIOS,215740,8774,3,SUR,49,
8775,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,238979,8775,6,SUR,36,
8776,COVERTURA TOTAL,ESPACIOS AMPLIOS,238037,8776,3,OESTE,13,
8777,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,345269,8777,17,SUR,2,
8778,COVERTURA PARCIAL,VISTA A LA MONTAÑA,421371,8778,2,SUR,22,
8779,COVERTURA TOTAL,ESPACIOS AMPLIOS,270956,8779,11,OESTE,34,
8780,COVERTURA TOTAL,GRANDE,417426,8780,15,OESTE,30,
8781,COVERTURA TOTAL,ESPACIOS AMPLIOS,108243,8781,13,OESTE,42,
8782,COVERTURA PARCIAL,ESPACIOS AMPLIOS,658549,8782,16,OESTE,19,
8783,COVERTURA TOTAL,GRANDE,386212,8783,18,OESTE,42,
8784,COVERTURA TOTAL,VISTA A LA MONTAÑA,169975,8784,5,NORTE,35,
8785,COVERTURA PARCIAL,COLONIAL,533118,8785,4,OESTE,42,
8786,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,638799,8786,5,ESTE,41,
8787,COVERTURA TOTAL,ACABADOS EN MADERA,484434,8787,9,OESTE,21,
